baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000003989	4.80094593806011	0.0481225142845792	1.12998940506615	0.0425866951219441	0.966031001623315	NA
ENSG00000004059	33.3612349754445	0.521448343427801	0.662553481027968	0.787028305426395	0.431265296611945	0.992206489057788
ENSG00000004139	2.46778251285094	-0.89879684222475	1.60439414558281	-0.560209500077833	0.57533654784266	NA
ENSG00000004142	13.8015502653481	0.124064425291	0.69725711098875	0.17793210472256	0.858776297215854	0.992206489057788
ENSG00000004399	35.2342079084715	0.917505911798762	0.794210671698788	1.15524248728143	0.247991140388316	0.970318447437905
ENSG00000004455	97.535235089277	-0.268794775547779	0.525800895808243	-0.511210189428447	0.60920388453309	0.992206489057788
ENSG00000004468	0.180774241243487	1.79830137798423	4.34290373720249	0.414078111513155	0.678816902369014	NA
ENSG00000004478	13.0383629081497	-1.27837306381867	1.20321033445024	-1.06246848719328	0.288023056670554	0.982902473964921
ENSG00000004487	13.0590939039506	-0.581243519721205	0.72012852774947	-0.807138583354967	0.419586645100993	0.992206489057788
ENSG00000004534	21.4762713976699	0.943004423416027	0.97530413142089	0.966882424708069	0.333602813560162	0.991774070003933
ENSG00000004660	1.49946695711834	-0.653343768267045	2.04012825848255	-0.320246418601644	0.748781537575559	NA
ENSG00000004700	2.45457500425878	-1.42516543448845	2.73946693158225	-0.520234582158402	0.60290008481547	NA
ENSG00000004766	2.27764567724626	-1.49837981158236	1.94301249495605	-0.771163240314749	0.440610179820883	NA
ENSG00000004776	1.46974680706355	-3.13961896229907	4.14148418343005	-0.758090294020821	0.448396929807535	NA
ENSG00000004777	0.190463122297545	-0.424896381114567	4.4073563239518	-0.0964061786439788	0.92319798513507	NA
ENSG00000004779	93.1547054216327	-0.316282585261198	0.502114693464504	-0.629901075148594	0.528759309410434	0.992206489057788
ENSG00000004799	8.24211839210884	-0.00911185419668613	1.17795391873477	-0.00773532313256623	0.993828166648604	NA
ENSG00000004809	0	NA	NA	NA	NA	NA
ENSG00000004838	0.587828041996467	-0.424911723396502	4.40735632393228	-0.0964096597067042	0.923195220526575	NA
ENSG00000004846	0.0622652045455063	0.536901719069771	4.40735632396697	0.121819449031186	0.903042010569044	NA
ENSG00000004848	0	NA	NA	NA	NA	NA
ENSG00000004864	15.3821293213217	2.76659508367682	1.0444546554891	2.64884173682127	0.00807681449903999	0.456402608877499
ENSG00000004866	16.331896327651	-0.146480259127351	1.15284827291572	-0.127059442745993	0.898893351226634	0.992206489057788
ENSG00000004897	32.6623444255465	0.450855175320909	0.678747146831542	0.66424614442292	0.50653278400808	0.992206489057788
ENSG00000004939	0	NA	NA	NA	NA	NA
ENSG00000004948	0	NA	NA	NA	NA	NA
ENSG00000004961	1.70972894703933	0.434307673753907	1.78600297878215	0.243172983983518	0.807871394458471	NA
ENSG00000004975	7.94664107854271	-0.0276383622300521	1.67481671727868	-0.0165023204897072	0.986833650857696	NA
ENSG00000005001	0	NA	NA	NA	NA	NA
ENSG00000005007	8.41677321927604	1.00301310116855	0.999098787588967	1.00391784438957	0.315418214693188	0.990492186079156
ENSG00000005020	3.54386254351902	5.40353570531919	1.93282310843632	2.7956700650639	0.00517922443408783	NA
ENSG00000005022	102.781929894941	0.393891212518309	0.474004312721668	0.830986558448464	0.405981222796091	0.992206489057788
ENSG00000005059	0.812349648956591	-0.424924172788443	4.40735632393032	-0.0964124843914391	0.923192977204447	NA
ENSG00000005073	0	NA	NA	NA	NA	NA
ENSG00000005075	53.6949320166596	-0.611199342631206	0.598522938661151	-1.02117947893261	0.307169412945652	0.984573053999401
ENSG00000005100	0.719680735490278	0.498229379788245	3.03602099769256	0.164106038847198	0.86964766795333	NA
ENSG00000005102	0	NA	NA	NA	NA	NA
ENSG00000005108	0	NA	NA	NA	NA	NA
ENSG00000005156	11.2927494267762	-0.306183935898425	1.13021116784841	-0.270908609478093	0.786461323156155	0.992206489057788
ENSG00000005175	3.74595506546134	-1.83618278546678	1.89074975695415	-0.971140035170348	0.331478549754511	NA
ENSG00000005187	0	NA	NA	NA	NA	NA
ENSG00000005189	2.43591396594067	1.2683293858415	2.12007072937127	0.598248618911707	0.549674054920197	NA
ENSG00000005194	38.3773337853109	1.06154379586293	0.663848199940201	1.59907610799962	0.109803692675325	0.866665632348525
ENSG00000005206	13.0585858783752	-0.425501398657611	1.02368968689452	-0.415654669676726	0.677662716068438	0.992206489057788
ENSG00000005238	6.17689355982066	-0.143632774488968	0.958404134325871	-0.149866605688212	0.880869858909839	NA
ENSG00000005243	16.6428724603867	1.85249291927261	1.73352418775198	1.0686282501053	0.285237213764275	0.982902473964921
ENSG00000005249	17.1824307421373	0.882245450455554	0.796319175396439	1.10790431489527	0.267903141918405	0.974159557542857
ENSG00000005302	2.64640176338427	4.78161912001182	3.23985498356902	1.47587442779442	0.139977605593381	NA
ENSG00000005339	10.8362104923481	1.7436470824602	0.987501800129738	1.76571534576556	0.0774436169281	0.804307591512447
ENSG00000005379	2.87277573716366	-3.609690304125	2.4627434779123	-1.46571916096799	0.142724811910737	NA
ENSG00000005381	0	NA	NA	NA	NA	NA
ENSG00000005421	0	NA	NA	NA	NA	NA
ENSG00000005436	2.2850566150629	1.81446898823201	1.77348780654213	1.02310767603741	0.306256938016185	NA
ENSG00000005448	12.0264312870531	0.516827538060156	1.07180093256229	0.482204784823807	0.629660478132514	0.992206489057788
ENSG00000005469	0.190463122297545	-0.424896381114567	4.4073563239518	-0.0964061786439788	0.92319798513507	NA
ENSG00000005471	3.20434578660331	1.78836745700467	2.69039398885489	0.664723257787924	0.50622751517504	NA
ENSG00000005483	9.59788160745555	2.07624513598693	1.30012647432787	1.59695627847306	0.110275453445273	0.866665632348525
ENSG00000005486	91.5805407031342	-0.191986200838247	0.505588245468808	-0.379728370979486	0.70414705788512	0.992206489057788
ENSG00000005513	0.108260386990065	-1.4738360302056	4.39726689936855	-0.33517092865508	0.737496150526689	NA
ENSG00000005700	3.07443060742189	1.60444766166978	1.54289003570509	1.03989761067875	0.298387472659971	NA
ENSG00000005801	3.64985220526616	0.499759992775595	1.57912647627028	0.316478762331927	0.751639142615365	NA
ENSG00000005810	6.52748227210064	0.692110637641051	0.944193092864012	0.733018111307803	0.463547383111788	NA
ENSG00000005812	4.0472958544202	1.05835831892763	1.33274406794512	0.794119699635543	0.427125750278478	NA
ENSG00000005844	0	NA	NA	NA	NA	NA
ENSG00000005882	85.7801715971829	-0.485506157195846	0.642499815220933	-0.755651823851338	0.449857975642429	0.992206489057788
ENSG00000005884	111.730720985479	-0.225680302251287	0.519045438314216	-0.43479873936329	0.663708520040375	0.992206489057788
ENSG00000005889	6.31887306567304	-0.71802350376438	1.0694175773405	-0.671415468548788	0.501955893432945	NA
ENSG00000005893	13.597685748654	1.31075066890726	1.1844288695874	1.10665207726984	0.268444382290391	0.974779393703643
ENSG00000005961	0	NA	NA	NA	NA	NA
ENSG00000005981	0	NA	NA	NA	NA	NA
ENSG00000006007	19.5322049768406	-0.612549073623492	0.71029390444847	-0.862388188589519	0.388473938019356	0.992206489057788
ENSG00000006015	3.36291274266499	0.160494917322864	2.10008692844385	0.0764229876149886	0.939082581611447	NA
ENSG00000006016	56.1621121738894	0.282567769439362	0.829387547744223	0.340694492228504	0.733333585447654	0.992206489057788
ENSG00000006025	2.65223667525915	1.84412405626944	3.17061794758625	0.581629223941455	0.560816453945577	NA
ENSG00000006042	48.4715372015243	1.36948893801446	0.584780907329068	2.34188380785117	0.0191866870799619	0.556817595110925
ENSG00000006047	1.86930371114905	2.70541214324209	3.51844446170779	0.76892279320758	0.441939145408237	NA
ENSG00000006059	0	NA	NA	NA	NA	NA
ENSG00000006062	0.391198532331174	-0.380629494134333	4.40145254587696	-0.0864781546925652	0.931086321036831	NA
ENSG00000006071	0.981706384108375	-2.5845341515738	2.89522858552619	-0.892687425267349	0.372024586247375	NA
ENSG00000006116	0	NA	NA	NA	NA	NA
ENSG00000006118	47.9394534999357	-1.31656646532761	0.785321618728203	-1.67646787498316	0.0936465835956571	0.840062186577956
ENSG00000006125	12.3532937216621	0.359148176288518	0.723020319697219	0.496733171259861	0.61937722728504	0.992206489057788
ENSG00000006128	11.0516705221834	0.865065186547516	1.08491268860208	0.797359267373086	0.425242408518656	0.992206489057788
ENSG00000006194	1.09282013229248	-0.211108529031408	3.27324233684092	-0.0644952335656129	0.948575902275609	NA
ENSG00000006210	1.11282165012245	-1.45514884474433	3.10002056200183	-0.469399739660007	0.638783934430379	NA
ENSG00000006282	20.308154023311	0.811163358981841	0.752927909672803	1.07734531893544	0.281326023103016	0.982902473964921
ENSG00000006283	3.37563154339695	-1.2236924177464	1.21172292189477	-1.00987807991031	0.31255370582157	NA
ENSG00000006327	185.992427884978	-0.52399190806945	0.399842643600586	-1.31049530723111	0.190028330718593	0.94499633436563
ENSG00000006377	0	NA	NA	NA	NA	NA
ENSG00000006432	0.742382935174317	-0.873131064145469	2.63196368195776	-0.331741304080609	0.740084609021208	NA
ENSG00000006451	1.4100597106714	4.73388482364794	4.25973902963403	1.1113086484208	0.266435518055282	NA
ENSG00000006453	0.181211291632834	-0.424894974402533	4.40735632396697	-0.0964058594699903	0.923198238618374	NA
ENSG00000006459	1.66022443509132	-3.10772327817875	3.04397671490989	-1.02094186954736	0.307281980585505	NA
ENSG00000006468	163.766640432385	0.28761276550395	0.553005146800336	0.520090576313918	0.603000446246237	0.992206489057788
ENSG00000006530	0.692858801968513	-0.512109300287342	4.39726504046109	-0.116460867283461	0.907287298390923	NA
ENSG00000006534	4.3584222304236	0.338542313511523	1.88944699875546	0.179175342697897	0.857800024084979	NA
ENSG00000006555	0	NA	NA	NA	NA	NA
ENSG00000006576	6.49116117599613	-0.940640188770191	1.26147238712769	-0.745668473102279	0.455867708426849	NA
ENSG00000006606	0	NA	NA	NA	NA	NA
ENSG00000006607	5.8604445555629	1.79005260713446	1.5759972545223	1.13582216085588	0.256031000408354	NA
ENSG00000006611	0.89547077708559	-0.512115313838368	4.39726485606643	-0.116462239733378	0.907286210735486	NA
ENSG00000006625	7.09976390948475	-1.66521507726414	1.2109843897833	-1.37509210796857	0.169102890781157	NA
ENSG00000006634	1.46811544027867	4.3189535046556	2.53742391065725	1.70210168136111	0.0887363087965471	NA
ENSG00000006638	0.484890705391679	-0.543474311410181	4.33849367644483	-0.125267973619713	0.900311405779826	NA
ENSG00000006652	25.7360351447001	-1.78486826479178	0.723988740369515	-2.46532599924248	0.0136888643331153	0.539528605498814
ENSG00000006659	0	NA	NA	NA	NA	NA
ENSG00000006695	11.9265419474036	-1.4845635499504	1.09323017696137	-1.35796063924685	0.174476174084912	0.938371114864485
ENSG00000006704	5.28259582801292	-0.477017965302916	1.29337475230853	-0.368816512346088	0.712264495962706	NA
ENSG00000006712	28.602022612756	-0.715275625093082	0.593682449588707	-1.20481180737044	0.228275960774864	0.970318447437905
ENSG00000006715	17.9656867579124	-0.777522679823679	0.921636316467343	-0.843632858136433	0.398874597144385	0.992206489057788
ENSG00000006740	3.30586937281993	-0.0899841929348309	1.50410781655565	-0.0598256268230102	0.952294514875185	NA
ENSG00000006744	54.8424745468651	-0.822172742380483	0.603701519549654	-1.36188615691046	0.173233815571799	0.937747224298504
ENSG00000006747	0.29536508136803	-2.95523470968689	4.32712656935528	-0.682955458390302	0.494634988478792	NA
ENSG00000006756	14.1213021936828	0.418605808592938	0.804676172887441	0.520216482974566	0.602912698195911	0.992206489057788
ENSG00000006757	11.2881040320534	-2.95345883189593	1.33196929752563	-2.21736254535484	NA	NA
ENSG00000006788	0	NA	NA	NA	NA	NA
ENSG00000006831	1.76921939542098	1.07969604458377	1.90747822590008	0.566033221204554	0.571371197241407	NA
ENSG00000006837	0.186533567557123	-1.47384888937894	4.39726650505833	-0.335173883066565	0.737493922006331	NA
ENSG00000007001	0	NA	NA	NA	NA	NA
ENSG00000007038	0	NA	NA	NA	NA	NA
ENSG00000007047	7.49439675932047	-0.779273865943479	1.11141883430658	-0.701152294606987	0.48320797770422	NA
ENSG00000007062	0.435856431818544	3.05399903008918	4.2875482960037	0.712294957221993	0.47628214607276	NA
ENSG00000007080	12.3103881236327	1.73289733421331	1.38316002467878	1.25285382984934	0.210258907158655	0.961340290295833
ENSG00000007129	0	NA	NA	NA	NA	NA
ENSG00000007168	15.0957464874762	-1.46200969177623	0.713820756270675	-2.04814679166018	0.0405456182138235	0.674591726292941
ENSG00000007171	0	NA	NA	NA	NA	NA
ENSG00000007174	0	NA	NA	NA	NA	NA
ENSG00000007202	27.0825208749176	2.14218418022974	1.0097971923176	2.12140041240675	0.0338881205935974	0.657437125334836
ENSG00000007216	0	NA	NA	NA	NA	NA
ENSG00000007237	13.5671362099131	0.721216177070814	1.03228282572246	0.698661412453564	0.484763654422991	0.992206489057788
ENSG00000007255	10.4453416691578	-4.29481568715788	1.70713237396102	-2.51580706491595	0.0118760174689245	0.509153360386528
ENSG00000007264	0	NA	NA	NA	NA	NA
ENSG00000007306	0	NA	NA	NA	NA	NA
ENSG00000007312	0	NA	NA	NA	NA	NA
ENSG00000007314	0	NA	NA	NA	NA	NA
ENSG00000007341	2.42049623858436	0.599030454338772	2.3470781188978	0.255223909896991	0.798550165006911	NA
ENSG00000007350	0	NA	NA	NA	NA	NA
ENSG00000007372	0.0602580804144957	0.536901719069772	4.40735632396697	0.121819449031186	0.903042010569044	NA
ENSG00000007376	4.87731151626259	0.597729505185657	1.48606715144066	0.402222406037433	0.687520353911473	NA
ENSG00000007384	26.2396527735145	0.783803452615395	0.938771799500877	0.834924369300532	0.403760292867956	0.992206489057788
ENSG00000007392	6.39706293743846	0.11375610580012	1.5165956621673	0.0750075373666547	0.940208714837889	NA
ENSG00000007402	2.44433741300157	0.590688099012538	2.07534061450984	0.284622242191336	0.775933568959928	NA
ENSG00000007516	0	NA	NA	NA	NA	NA
ENSG00000007520	8.62332662716006	-0.174724274704667	1.30060160095373	-0.134341119199408	0.893132839501961	0.992206489057788
ENSG00000007541	18.1844658008005	0.00106593809220893	0.883748834743347	0.00120615501860151	0.999037627766068	0.999546887560998
ENSG00000007545	5.50498606775522	-3.77324424928302	2.17926339682371	-1.73143102150137	0.0833749177249478	NA
ENSG00000007866	1.36328486986628	-0.424923545047345	4.40735632392666	-0.096412341961216	0.923193090320373	NA
ENSG00000007908	0.192828804322414	1.82804128799631	4.34097676118773	0.421112894300807	0.673672646345202	NA
ENSG00000007923	7.63684885918142	0.478926536691286	0.861019236925506	0.556232098136876	0.578052199079362	NA
ENSG00000007933	0	NA	NA	NA	NA	NA
ENSG00000007944	5.02433276437221	0.208742212593564	1.13981295273761	0.183137252557278	0.854690326725383	NA
ENSG00000007952	0	NA	NA	NA	NA	NA
ENSG00000007968	0.451348686819044	-1.47387627563219	4.39726566527521	-0.335180175096367	0.737489175919049	NA
ENSG00000008018	16.8850407995969	-0.842387380642754	0.713293966724084	-1.18098206341426	0.237609848813774	0.970318447437905
ENSG00000008056	3.19875982242739	2.65962327576751	2.65079228643412	1.00333145278058	0.315700965302781	NA
ENSG00000008083	2.20139685237265	-0.991312504270523	1.39221036545508	-0.712042180454883	0.476438656614429	NA
ENSG00000008086	0.671215181060314	-1.76825741999408	3.54310904023765	-0.499069433063644	0.6177304705224	NA
ENSG00000008118	0.362220590490386	-0.42490497985392	4.40735632393835	-0.0964081296413608	0.923196435681711	NA
ENSG00000008128	7.42033992046255	-0.0656082880853804	1.75211579935724	-0.0374451780581219	0.970130051029118	NA
ENSG00000008130	18.6151135313035	0.130183729456612	1.11406402019546	0.116854801067691	0.906975116203734	0.992206489057788
ENSG00000008196	0	NA	NA	NA	NA	NA
ENSG00000008197	0	NA	NA	NA	NA	NA
ENSG00000008226	0	NA	NA	NA	NA	NA
ENSG00000008256	10.0535532640338	0.887452636126959	0.865691914402091	1.02513679677821	0.30529864525858	0.984573053999401
ENSG00000008277	0.25190182059602	0.910509861477924	4.33498420786595	0.210037642080859	0.83363829411862	NA
ENSG00000008282	6.74112130409039	0.0377724059067777	1.14229058829519	0.0330672477684957	0.973620960953574	NA
ENSG00000008283	8.90639694019331	-0.547081568842652	1.77738030570595	-0.307802200286764	0.75823284723703	0.992206489057788
ENSG00000008294	14.4675405501103	1.57079379229653	1.0899877333445	1.44111144028816	0.149553202023513	0.898725603852056
ENSG00000008300	0	NA	NA	NA	NA	NA
ENSG00000008311	2.42892537445181	-1.31432348726375	1.52699548997679	-0.86072519263546	0.389389414522661	NA
ENSG00000008323	0	NA	NA	NA	NA	NA
ENSG00000008324	1.03778730242572	4.14036759004171	4.10477415276492	1.00867122914736	0.313132334267577	NA
ENSG00000008382	2.94215228646652	-2.34216324758066	1.93025355419205	-1.21339667656306	0.224978196358252	NA
ENSG00000008394	12.6790503975698	0.778901589902709	1.19159125536249	0.653665077179306	0.513327607387612	0.992206489057788
ENSG00000008405	3.49380319895296	-3.20130432180822	1.70427946419264	-1.87839165410865	0.0603276064027557	NA
ENSG00000008438	0	NA	NA	NA	NA	NA
ENSG00000008441	1.91832651190721	-0.199875416881794	2.27728529857603	-0.0877691596247404	0.9300601501955	NA
ENSG00000008513	66.2332436635187	-0.319569131925013	0.646291345403314	-0.494466054973377	0.620977073746517	0.992206489057788
ENSG00000008516	0	NA	NA	NA	NA	NA
ENSG00000008517	2.57471963908541	4.340450358502	2.56032637217582	1.69527229249816	0.0900237784241576	NA
ENSG00000008710	58.4975618547807	0.215268426221481	0.616984300715278	0.34890422004566	0.727161216902033	0.992206489057788
ENSG00000008735	0.10486806691279	-0.424885632962519	4.40735632396697	-0.0964037399590348	0.923199921903112	NA
ENSG00000008838	55.9664410870213	-0.0208684432463272	0.693131120952361	-0.0301074971466495	0.975981321584495	0.997346359255677
ENSG00000008853	25.5653911206484	0.100667247265161	0.699234804611964	0.143967729582663	0.88552595218659	0.992206489057788
ENSG00000008869	2.59840655576579	0.268608656501762	1.20873289923928	0.222223335420764	0.824140029200486	NA
ENSG00000008952	14.4202538684353	2.42687013175354	1.47566081154151	1.64459888937376	0.100052556055726	0.859312462464437
ENSG00000008988	334.176219049615	0.287034173574151	0.359254913015293	0.798970767483792	0.424307362561132	0.992206489057788
ENSG00000009307	57.1163860963227	0.0325931508960147	0.671942079667088	0.0485058934129604	0.961313067707984	0.997346359255677
ENSG00000009335	6.3192380539007	0.168144301616193	0.859923039132455	0.195534128014325	0.84497482298536	NA
ENSG00000009413	8.22002095290428	2.87204555414178	1.14976122219258	2.49794957309903	0.012491396147327	NA
ENSG00000009694	0	NA	NA	NA	NA	NA
